x0,x1,x2,x3,x4,y
-8.738684150260276340e-01,3.976586022663814557e+00,2.623015158425398230e+00,-2.711090890589157532e+00,1.247317034500318611e+00,1.000000000000000000e+00
-1.815037939175949022e+00,-1.144607963291175423e+00,3.808270628749913289e+00,5.976221973327344728e-02,-7.398465795841857151e+00,9.000000000000000000e+00
1.140471332395857518e+00,-1.838649428765121163e+00,1.675284752689501833e+00,-1.090707491634004933e+00,-3.070089537091956089e+00,5.000000000000000000e+00
1.369845506844664218e+00,-7.437767022224519575e-01,8.674430870917068104e-01,4.879494926688522582e+00,-7.295747970327296494e-01,0.000000000000000000e+00
1.201537153435878080e+00,-1.955175429327173642e-01,1.608610690345359417e+00,5.437924643645755118e+00,-8.110417679817958359e-01,0.000000000000000000e+00
-1.567735103536075147e+00,-2.756845764823034006e+00,2.873117418838094128e+00,-4.477371175950578319e+00,-8.116654484297812999e+00,3.000000000000000000e+00
6.990517908034116212e-01,5.959138088373293840e+00,3.294100311726297914e+00,-2.172839199839654789e+00,6.671300821052380536e-01,1.000000000000000000e+00
-6.098510570964189581e-01,-1.743553922328679118e+00,5.443665693465019606e-01,-2.423544850983993193e+00,-5.743688513651220795e+00,3.000000000000000000e+00
4.716766965881815099e-01,-1.335916464727050057e+00,-1.662955418161073951e+00,-3.939812035180225713e-01,-1.889029881939722655e+00,8.000000000000000000e+00
-5.622735325355607827e-01,-1.130199928709551660e+00,1.174450456313746338e+00,-7.423513283547299224e+00,-7.476887429101285676e+00,2.000000000000000000e+00
-2.180911737704732456e+00,5.359323979595657761e+00,-4.809993393425812669e-01,-3.228070202282435464e+00,2.561887450241119080e+00,6.000000000000000000e+00
-8.028933018483384032e-01,-7.175389308243773634e-01,1.845039874297027538e-01,-5.231403153715072918e+00,-4.505779263165030635e+00,2.000000000000000000e+00
3.217444943120493672e+00,1.703477489834945180e+00,2.761030241671803553e-01,-1.217527322571358539e+00,-6.181295994294439211e+00,8.000000000000000000e+00
-6.036556381240457680e-01,-8.495006759988095180e-01,1.522193116840994342e+00,-6.619236977249204124e+00,-6.620081324570344705e+00,2.000000000000000000e+00
-1.230662328277315920e+00,-4.443875043129815738e-01,5.204161630977644393e+00,-6.380082714327748317e-01,-9.226351895326892816e+00,9.000000000000000000e+00
2.540104621274687613e+00,1.140892164165392408e-01,-3.099684552735456622e-01,-1.632004088000206243e+00,-3.213149477474785964e+00,8.000000000000000000e+00
-3.177939589793393527e+00,-1.729300703219782243e+00,6.802187636345561339e-01,3.568369892242145625e+00,-1.540883991646978757e+00,9.000000000000000000e+00
-1.189459809587995798e+00,-2.889157531288532033e-01,3.534689305961370653e+00,8.474354077673661445e-01,-7.271421651027417887e+00,9.000000000000000000e+00
-1.148092292272378412e+00,7.155491955201132903e+00,-1.286205309828386101e+00,-6.826361673669307795e-01,3.788553395385272360e+00,6.000000000000000000e+00
4.912540317674254808e+00,-5.139059259508039768e-01,1.067453953647345521e+00,-5.186792963965737080e+00,-1.804582536740913845e+00,4.000000000000000000e+00
2.369255527294477748e+00,4.336672651330103490e-01,-1.077135520888079290e+00,-7.813992961303659612e-01,-4.018251003074459149e+00,8.000000000000000000e+00
-2.184364562402777210e+00,-2.544709720817654564e+00,-1.196067405175470721e+00,-4.484899820681436111e+00,5.470711946904153189e-01,2.000000000000000000e+00
-6.770680622488860489e-01,-1.893188727420075157e+00,1.419837693026500869e+00,-7.941007862199686684e+00,-6.827547932398284836e+00,2.000000000000000000e+00
-7.231115132458051376e-01,-3.843886387017793282e+00,6.723253835222675612e-01,-7.077895052027221023e-01,-9.315764840482728681e-01,5.000000000000000000e+00
-1.113672696938532214e+00,6.409224697931748871e+00,5.409920753773073132e-01,-3.644027019684684010e+00,5.611964641546519639e-01,6.000000000000000000e+00
-2.869984331704392044e+00,-1.521857847209229897e+00,1.679786743461100018e+00,2.009679322303358440e+00,-5.555414430697934947e+00,9.000000000000000000e+00
-3.660476204182335103e+00,8.223949770002159099e-01,-5.840468023764821659e+00,-3.794280282998874654e+00,4.483244793883852664e-01,7.000000000000000000e+00
-1.551476380570829150e+00,5.740368442424557571e+00,-4.972129566507147436e-01,-3.154225258747052951e+00,1.590782712854215353e+00,6.000000000000000000e+00
-1.485599622191432712e+00,4.655711032517125147e+00,1.726543249095855659e+00,-2.555126366970005697e-02,2.678399046879490708e+00,1.000000000000000000e+00
-3.125163951273266516e+00,1.290354739558022823e+00,-5.332454189108077891e+00,-4.144091597185255438e+00,-1.291655288491291964e+00,7.000000000000000000e+00
1.396485945545836493e+00,-1.423191417569861228e+00,1.425622932993682479e+00,4.084704764731733384e+00,2.004524986583974044e+00,0.000000000000000000e+00
-2.057615185389269907e+00,-2.289461553511649594e+00,1.485069139555861506e+00,-6.768503955327791921e+00,-6.432125632214048316e+00,2.000000000000000000e+00
3.693463043934671064e-01,-1.597383280835428465e+00,1.373555973395886198e+00,4.873185459087319593e+00,2.210653936220936533e+00,0.000000000000000000e+00
1.514318570418292431e+00,7.810667950872739185e-02,-7.524339511060997854e-01,-5.635806593399665942e-01,-4.398671444507632700e+00,8.000000000000000000e+00
1.304841684189727236e+00,-1.210056338340121107e-01,-7.372616748518302510e-01,-8.187664974831693199e-01,-5.756051329835877972e+00,8.000000000000000000e+00
-1.682429231069581865e+00,-3.476044753615328720e+00,1.088124601687396664e+00,-3.176878178729662050e+00,-3.856328471028390492e+00,3.000000000000000000e+00
2.127787567519916490e+00,2.760107662182620936e-01,-1.206599434897230427e+00,-9.715330513463937834e-01,-3.962948210995428155e+00,8.000000000000000000e+00
5.183036420059403682e-01,-3.355568218300319039e+00,2.269301057677604483e+00,-2.443040795487341210e+00,-2.335355314320259001e+00,5.000000000000000000e+00
-9.422966194537779616e-01,5.571754124195386737e+00,2.217614080960939038e+00,-2.394291360242618849e-01,-3.879837053275664305e-01,1.000000000000000000e+00
-1.095118447864755762e+00,-1.013906659449708147e+00,1.143737468642785915e+00,-5.979351932796215685e+00,-4.635929764604786563e+00,2.000000000000000000e+00
4.132815868905252543e+00,-1.751871225970325741e+00,1.123259945779859326e+00,-5.729373486761645928e+00,-1.893766503492986697e+00,4.000000000000000000e+00
-3.232573024473089696e+00,1.608308916296367519e+00,-5.929159362787801868e+00,-3.390078784506498799e+00,-5.600583601307312920e-01,7.000000000000000000e+00
-1.396833386026126611e+00,6.139924356578392306e+00,-7.735883200837426754e-01,-2.373110895678482990e+00,2.500841880990797517e+00,6.000000000000000000e+00
-4.479650841051737942e+00,-2.909607397488335745e-01,-7.245150309349013718e+00,-3.006386398653542624e+00,2.469952491232366043e+00,7.000000000000000000e+00
-1.861920145880131106e+00,-1.739239603297869197e+00,3.903638398150712785e-01,-5.791380198321611772e+00,-4.806413369976016980e+00,2.000000000000000000e+00
-1.417110341253544847e+00,4.176080909218940818e+00,2.744925087074765013e+00,-1.394270289362970372e+00,8.292834660447138129e-01,1.000000000000000000e+00
1.648995386214209269e+00,-2.683786779675130518e-02,1.719639646741332628e+00,4.623072133029316078e+00,-2.082774340254989642e+00,0.000000000000000000e+00
-4.838645427357383677e-01,-7.708111396549667260e-01,2.321202593060863961e+00,-6.787431392858350954e+00,-7.428919345035571276e+00,2.000000000000000000e+00
1.557203618324775274e+00,-3.103572224313685401e-01,9.759271185730341580e-01,5.294355143910731698e+00,-3.192895403991975467e-01,0.000000000000000000e+00
-2.748682756330082633e+00,-1.607847666068087822e+00,2.245552423327377145e+00,2.251739646119637950e+00,-3.087086356341846027e+00,9.000000000000000000e+00
-3.432099477864923864e-01,-5.330175307696806142e-01,-5.290238520825314428e-01,-5.365089085346800957e+00,-5.115903404392543763e+00,2.000000000000000000e+00
-2.254940547781187465e+00,-3.400427288857079233e+00,8.898139647071245939e-01,-2.441597764224201494e+00,-3.544807865056541107e+00,3.000000000000000000e+00
-7.007548614520111574e-01,-5.560748787549756045e-02,2.202587674013099239e-01,-4.741565819632802103e+00,-6.514229348955932863e+00,2.000000000000000000e+00
-3.181644308613903682e+00,9.700985383682023677e-01,-5.631037408774332675e+00,-4.503158544774922944e+00,1.055948717916110668e+00,7.000000000000000000e+00
2.551668986144574713e+00,5.582545481948179011e-01,1.804068394869568603e+00,4.597487185573387869e+00,-5.811281419323449660e-01,0.000000000000000000e+00
-1.808689833061471131e+00,5.406640074438488597e+00,7.802223004702368847e-01,-4.018972837139076937e+00,1.986686624566116999e+00,6.000000000000000000e+00
2.338104443540384381e+00,5.099033861566455439e-01,1.329294317450099738e+00,5.649740293695262316e+00,1.228279546802192534e+00,0.000000000000000000e+00
4.378543501952209205e+00,-6.344406317991753141e-01,4.003873545113446064e-01,-4.775103745369439601e+00,-1.325634508250393528e+00,4.000000000000000000e+00
-1.566986127654136585e+00,3.630589151035201745e+00,1.805914940659220980e+00,-1.676934834361922588e+00,2.339134292105723212e+00,1.000000000000000000e+00
-2.151326105515687814e+00,5.531889317807678452e+00,-3.021758441497117698e-01,-2.605024480656328745e+00,3.369904008285939057e+00,6.000000000000000000e+00
-3.023184677858492098e+00,1.414315524420209025e+00,-4.972784889996690438e+00,-4.850820387833877589e+00,-2.666037666463405120e+00,7.000000000000000000e+00
1.649996355738999387e+00,-3.707778995414534595e-01,2.773928793861584641e+00,4.134496133959324027e+00,-1.489820334248794786e+00,0.000000000000000000e+00
-4.493818064688864133e+00,4.410846599930835499e-01,-5.935853600694904308e+00,-3.158874584883358150e+00,2.732035258298272096e-01,7.000000000000000000e+00
-9.029104480670397948e-01,1.235798091680996164e-01,-7.932394137180623916e-01,-3.773569723430977962e+00,-4.606161815691650396e+00,2.000000000000000000e+00
-1.704328199035562319e+00,-1.489138737132850165e+00,-5.119230962318310763e-01,-4.936921019381760090e+00,-4.343776746152469670e+00,2.000000000000000000e+00
-1.477860631817798920e-01,-4.462100178635544978e+00,8.562562153687027777e-01,-2.557293927605920114e+00,-5.629398552126321231e-01,5.000000000000000000e+00
-1.243433726840618814e+00,3.833838144505727907e+00,3.313233409381007633e+00,-2.660803908370213300e+00,5.921215803053380133e-01,1.000000000000000000e+00
-1.717178530563047367e+00,-1.490717792802669805e+00,3.493585221733592316e+00,7.058958141870885772e-02,-5.833068933006679835e+00,9.000000000000000000e+00
-1.109104638576392077e+00,-1.149454461870838884e+00,1.479157800611872187e+00,-5.913079942640785625e+00,-4.389322949532526330e+00,2.000000000000000000e+00
2.734028675269840836e+00,5.744016320423411814e-01,1.691600971241328022e+00,-2.785008392042567227e+00,-6.351583425385486592e+00,8.000000000000000000e+00
-4.715503834362531066e+00,-2.175804318145468375e-01,-5.630124627602430820e+00,-4.084111989400961207e+00,1.395677308865141297e+00,7.000000000000000000e+00
1.884106305123223191e+00,-1.386620560214865128e-01,-1.228518309227916994e-01,-1.395307609410243677e+00,-4.409206210917778535e+00,8.000000000000000000e+00
2.097869677272638622e+00,2.033132848871686549e-01,1.816832958895916894e+00,-2.870783748632961263e+00,-6.967362715714084054e+00,8.000000000000000000e+00
2.306607943335071464e+00,-1.926781360729224735e-01,5.213601822592738300e-01,-2.292568494788216782e+00,-2.430001717311953247e+00,8.000000000000000000e+00
1.112637678554180276e+00,-1.033465332670805648e+00,7.088849269336869874e-01,4.761654678963169296e+00,4.544137196620445796e-01,0.000000000000000000e+00
-1.144807857970294274e+00,-2.631011855182530113e+00,4.609694651195233028e-01,-2.484131104841927229e+00,-3.938628567031697614e+00,3.000000000000000000e+00
-1.019519643179617185e+00,-5.385762782039648089e-01,7.304804713215735656e-01,-5.034926957936597169e+00,-5.660581182227386599e+00,2.000000000000000000e+00
-2.092410924022953811e+00,-1.092461204316708123e+00,2.854394573618828979e+00,1.839672536268778469e+00,-5.001986184378901079e+00,9.000000000000000000e+00
2.116914528036644150e+00,-2.877133406024031670e-01,2.449565568903210977e+00,3.645201533521973847e+00,-1.192811035137986808e+00,0.000000000000000000e+00
-2.118591130049332527e+00,-5.944589647824043421e-01,2.289905902357538992e+00,2.720947737943833378e+00,-4.760140029589760680e+00,9.000000000000000000e+00
5.186346669627185380e-01,-3.480255225037328870e+00,1.072017840752325313e+00,-1.820461632086396886e+00,-3.765548191240174480e-01,5.000000000000000000e+00
-3.003815225373421605e+00,1.668662384334712590e+00,-5.588332673010095064e+00,-3.750138342751919041e+00,-1.878257469742563135e+00,7.000000000000000000e+00
1.923300575956093383e-01,-3.928712915107023029e+00,-8.280308378244234380e-01,-6.953326072461302187e-01,1.728543634645303362e+00,5.000000000000000000e+00
2.145108615497957505e+00,-6.025998907572350793e-01,2.135391968185276212e+00,3.605961982057751758e+00,5.850431748868374360e-01,0.000000000000000000e+00
-1.911539019666282035e+00,-3.576861719467183676e+00,-6.389074904305569458e-02,-2.450561988322075280e+00,-2.740253686632224461e+00,3.000000000000000000e+00
-1.108866916532162517e+00,4.949500103325676470e+00,8.396449286276469470e-01,3.711660133532132533e-01,2.616205615829997111e+00,1.000000000000000000e+00
-1.462107207985217538e+00,5.113977109629660234e+00,4.113246621595147978e-01,-4.180747748288920818e+00,4.796414005423013549e+00,6.000000000000000000e+00
-9.022867563467850127e-01,1.373913503423194182e-01,4.712911079704259265e+00,2.624921406321912842e-01,-1.006060406898277826e+01,9.000000000000000000e+00
8.630081456084883751e-01,-3.495608168647108549e+00,2.255254545181411441e+00,-3.428043353550972672e+00,-1.461942374398657707e+00,5.000000000000000000e+00
-1.738846478563940812e+00,5.868212071882096481e+00,5.490660488957421759e-01,-3.179399989415883088e+00,1.527744345279589577e+00,6.000000000000000000e+00
-2.728705877063329233e+00,-2.248442817373759617e+00,-1.227711810109613610e+00,-3.955908138480459968e+00,-2.514423185473031452e+00,2.000000000000000000e+00
-2.110107362946902487e+00,-1.732624671812331929e+00,3.208745699743423163e+00,1.824831584911989213e-01,-7.004319812295230818e+00,9.000000000000000000e+00
1.220268464595669622e-01,-3.822358725763493670e+00,1.162781056179520656e+00,-2.422275925623717185e+00,-1.573118018706809229e+00,5.000000000000000000e+00
-1.909037801033663939e+00,5.593662242903028492e+00,-6.523286344131633552e-01,-2.742664352622693702e+00,2.191604435321234057e+00,6.000000000000000000e+00
1.613999347953858354e+00,-7.948900614714140556e-01,1.749931063698628275e+00,4.419049492297002502e+00,8.373766241797373500e-01,0.000000000000000000e+00
-1.067811489225545918e+00,-7.043790123221105315e-01,-1.656869253029474853e+00,-3.703268127069467397e+00,-3.194279378026636973e+00,2.000000000000000000e+00
3.028208220037767462e-01,-3.594075418104599073e+00,8.023254400918522489e-01,-1.383857575485361036e+00,-4.305312530526650416e-01,5.000000000000000000e+00
2.426243322054538520e+00,7.012324728528530615e-01,2.835374651038488736e+00,4.244143230666605149e+00,-3.096177835222542196e+00,0.000000000000000000e+00
1.208031331468625513e+00,-2.960256209095729840e+00,2.885532505032205819e+00,-3.111190424568059054e+00,-1.901641306229470807e+00,5.000000000000000000e+00
-1.742345349007803579e+00,-1.474692615543071073e+00,-8.194972174947726673e-01,-4.339137439664519924e+00,-3.183172300703106306e+00,2.000000000000000000e+00
-1.436809103603512217e+00,-2.651335124988309921e+00,2.746543019040856404e+00,-3.713493796460999530e+00,-7.324462248631921746e+00,3.000000000000000000e+00
4.077668056874901303e+00,1.839384328219492826e+00,2.343376255956518828e-01,-2.370647306348423022e+00,-6.990071694520695544e+00,8.000000000000000000e+00
-2.595124302174895536e+00,4.146272001013576514e+00,-7.449505416886730291e-01,-3.119188993795843690e+00,5.493615135686304107e+00,6.000000000000000000e+00
-1.920765041522677130e+00,5.381414640677116168e+00,-1.465179191196892550e+00,-2.343963038680651589e+00,3.043852812610670089e+00,6.000000000000000000e+00
-4.113521215707763190e+00,2.482525881610029850e-01,-5.126705542097371726e+00,-3.938673057768546482e+00,1.423207357947767759e+00,7.000000000000000000e+00
4.126973725982130414e-01,-3.935175830391080876e+00,1.421107479761648973e+00,-2.592558062267730890e+00,7.626961517527226508e-01,5.000000000000000000e+00
-1.977676934984162971e+00,-3.841911416613223995e+00,9.923210410436468232e-01,-3.810417306671085580e+00,-4.368473670063571568e+00,3.000000000000000000e+00
-1.164167831424579136e+00,3.696907925493174041e+00,1.310536321752685973e+00,-1.537318997792498809e+00,4.105731987920129278e+00,1.000000000000000000e+00
6.138579079837717112e-01,-2.320872552403182798e+00,6.620050726113280160e-01,-4.473235511909823270e-01,-1.525515569630398360e+00,5.000000000000000000e+00
-4.929033688560481852e-01,4.941255362441295595e+00,1.856736320028583798e+00,-1.133237513773129646e+00,2.564110231404810314e+00,1.000000000000000000e+00
-5.252452877456259550e+00,-1.134727437569089670e+00,-6.403904163009532802e+00,-3.914966299161373176e+00,2.661518523348387344e+00,7.000000000000000000e+00
-1.110310144541286848e+00,4.364483500506383784e+00,1.902141080094067460e+00,-9.825331952799837287e-01,1.527273834848248857e+00,1.000000000000000000e+00
-2.343845828473388071e+00,-1.651423408815425153e+00,3.277308259919028188e+00,7.819498390213127648e-01,-6.156119322427039187e+00,9.000000000000000000e+00
-2.829141523933954350e+00,4.164141734321237465e+00,-1.394174137092649035e+00,-2.929469597719808416e+00,5.138513746816025574e+00,6.000000000000000000e+00
-4.851407923126644373e-01,-1.304143218575360974e+00,5.310019836219377343e-01,-7.138080063218157356e+00,-6.699293940683471504e+00,2.000000000000000000e+00
-1.714404053923711757e+00,-2.767808520797102823e+00,1.542546707105435955e+00,-2.900615654862384485e+00,-6.275739596683486354e+00,3.000000000000000000e+00
-1.062825584701429849e+00,-2.925323014249586739e-01,3.282711133213325638e+00,9.564221560271345401e-01,-6.745526036941989823e+00,9.000000000000000000e+00
1.269203050318807868e+00,-2.973301002120317449e+00,1.570549613666365474e+00,-2.551440175810214761e+00,-5.950240272697787658e-01,5.000000000000000000e+00
5.280738719592384278e+00,8.984873027725479577e-01,2.803540342205901315e-01,-3.329570586776390506e+00,-3.533719255860343189e+00,4.000000000000000000e+00
-1.152153072769783959e+00,3.998341075745190487e+00,3.195444440822007959e+00,-2.135953208396223157e+00,2.162007335624833271e+00,1.000000000000000000e+00
7.851540775230003710e-01,-2.491766196259685540e+00,1.610599115885075205e+00,-1.413746110427419156e+00,-2.423092469457850395e+00,5.000000000000000000e+00
-6.977940689067996249e-01,-3.528374254790325182e-01,7.989884193915491872e-01,-5.222574616033361039e+00,-5.187678691148562393e+00,2.000000000000000000e+00
1.909067426440857362e+00,5.405328564318612194e-01,1.172288920123707445e+00,5.476450260194968500e+00,-1.564796510377619354e+00,0.000000000000000000e+00
2.732317557883427117e+00,1.097138128253280165e+00,6.546062434992141327e-03,-7.993461221002079453e-01,-5.165242632082422070e+00,8.000000000000000000e+00
-1.442752867584709442e+00,-8.175798774941138714e-01,4.037097624873516644e+00,7.588571605418061861e-01,-5.596969868695943262e+00,9.000000000000000000e+00
-1.705927994887426857e+00,3.824236582581042043e+00,1.626914815716187679e+00,-1.040129033407310111e+00,2.795400258630658552e+00,1.000000000000000000e+00
1.192171446280184011e+00,-2.901258019976933333e-01,-9.407100289562809747e-01,-1.226345075004188767e-01,-2.770674884930892201e+00,8.000000000000000000e+00
-3.587686449834003977e+00,-2.319049744397784885e+00,2.046720119331722820e+00,2.760828004524653156e+00,-2.921339123263083870e+00,9.000000000000000000e+00
6.028058300943683889e-01,6.000496128920303818e+00,1.932615383258148745e+00,-1.272126263933553325e+00,6.646412720392369522e-01,1.000000000000000000e+00
-8.799162202726382720e-01,6.980956664877143503e+00,2.016677276377356609e+00,-3.802575219320629252e+00,-7.320952640847652182e-01,6.000000000000000000e+00
-6.604584124377177456e-01,-4.515689647288539277e+00,2.989608268661638618e-02,-1.298330257759229500e+00,2.369439610604832325e+00,5.000000000000000000e+00
2.559663066341548721e+00,9.577710888881159068e-01,-1.494979385132346184e-01,-8.450590226560960039e-01,-5.790883628245492076e+00,8.000000000000000000e+00
7.683175851632091380e-01,-2.992165697271543134e+00,2.783887034069048472e+00,-3.281566897030406160e+00,-3.556909356382648379e+00,5.000000000000000000e+00
1.749668681823264516e+00,4.893398132902991304e-01,8.535037480443198321e-01,6.279696310314452745e+00,-4.106909553785087486e-02,0.000000000000000000e+00
2.295568032922256752e+00,9.111309983165796766e-02,2.413630219523605902e+00,3.969340749203046137e+00,-2.372147492226551968e+00,0.000000000000000000e+00
-2.469181874271279220e+00,4.564970544211176318e+00,3.739647049404867252e-01,-3.635844487735257591e+00,3.819358328495651822e+00,6.000000000000000000e+00
-1.770366212454818289e+00,-9.011925696673732666e-01,3.918022702587642847e+00,9.129910029807353222e-01,-5.855761924024755594e+00,9.000000000000000000e+00
-9.291545114279590178e-01,-4.416907560706017088e-01,4.048805680097824045e+00,-1.467411863083959156e-01,-6.916168569697770607e+00,9.000000000000000000e+00
-3.180571304929707743e+00,6.787777831503835069e-01,-5.228587065406175682e+00,-5.058409338976799674e+00,-4.809389065910416039e-01,7.000000000000000000e+00
4.381338732831241978e-01,-3.293497744455086362e+00,1.235771057271161766e+00,-1.190813664782364389e+00,-3.751362747614093718e-01,5.000000000000000000e+00
8.342954664918489360e-01,-8.933203976074426400e-01,2.806346396474337812e+00,4.611245970901047819e+00,-8.666972899266973673e-01,0.000000000000000000e+00
-2.849683835293654877e+00,-2.202565919867586430e+00,1.921652304077174467e+00,1.825487041066502503e+00,-2.256406148389834332e+00,9.000000000000000000e+00
3.161716063318583014e+00,1.049323900815118060e+00,1.967508317170168830e+00,4.227497015521392676e+00,-2.129256432830706203e+00,0.000000000000000000e+00
-2.609125175639657179e-01,-8.076862594700538744e-02,-7.665617717088440974e-01,-4.844482339978438468e+00,-3.865083685600656072e+00,2.000000000000000000e+00
-2.199183970938445754e+00,-1.827425620035887155e+00,3.116802877566924312e-01,-5.098384826720712582e+00,-3.928668010713597170e+00,2.000000000000000000e+00
